setting,seed,fold,modality,n,pearson,spearman,covariance,q_mean,q_std,q_mean_minus_one_third
positive_margin,43,4,table,17,0.1534714619487958,-0.6666666666666667,0.03621717894086785,0.3081908307381195,0.13083623850526838,-0.025142502595213834
positive_margin,44,0,us,17,-0.17014563283843798,-0.6397058823529412,-0.01900116172556306,0.28443444505808657,0.07890338288764599,-0.048898888275246744
positive_margin,44,0,emg,17,-0.20795522419909668,-0.43627450980392163,-0.006479567555027239,0.10964026772855147,0.08156409805460689,-0.22369306560478186
positive_margin,44,0,table,17,-0.09865465456452696,-0.7500000000000001,-0.020513459339551728,0.2966878857837525,0.10805821419149705,-0.03664544754958082
positive_margin,44,1,us,17,-0.10749898132407296,-0.6715686274509804,-0.006892138813817002,0.23623406649040982,0.05237197632221398,-0.0970992668429235
positive_margin,44,1,emg,17,-0.8643709826277696,-0.6176470588235294,-0.004508664136138887,0.051521617458458076,0.027746363494059952,-0.28181171587487525
positive_margin,44,1,table,17,-0.5227840484640683,-0.8848039215686275,-0.09290296410454499,0.3623077070260622,0.193690253703204,0.028974373692728872
positive_margin,44,2,us,17,-0.2616851287136004,-0.7843137254901962,-0.024772831662020506,0.2748851795085928,0.10108692046882263,-0.0584481538247405
positive_margin,44,2,emg,17,0.7522484179299369,-0.05147058823529412,0.08059686094993491,0.1470255498791336,0.10484336501698753,-0.1863077834541997
positive_margin,44,2,table,17,0.009724276748314714,-0.6519607843137255,0.0032652104878703046,0.5013404693372758,0.1463977561873243,0.16800713600394251
positive_margin,44,3,us,17,-0.036399876119019965,-0.35539215686274517,-0.001677611501713664,0.21699441210279757,0.05632439574230608,-0.11633892123053574
positive_margin,44,3,emg,17,-0.10149296125767193,-0.4607843137254902,-0.003196678140794046,0.2098904249240982,0.05342158314393475,-0.12344290840923511
positive_margin,44,3,table,17,-0.37870154000031253,-0.9142156862745098,-0.048744554385032376,0.3072831821341347,0.1433939854914226,-0.026050151199198623
positive_margin,44,4,us,17,-0.09603502161857952,-0.47794117647058826,-0.0032645462401616437,0.19492507798771144,0.045358898174612576,-0.13840825534562187
positive_margin,44,4,emg,17,0.061198380804617744,0.21813725490196081,0.002499788548584289,0.11270254529804467,0.06221969987976102,-0.22063078803528863
positive_margin,44,4,table,17,-0.0011630485084594133,-0.732843137254902,-0.0002730560162500509,0.3154889154704339,0.12935138256198306,-0.01784441786289942
rank0,42,0,us,17,0.017046573976791456,-0.47058823529411764,0.001577814780983886,0.24834147709064497,0.0812181398623624,-0.08499185624268835
rank0,42,0,emg,17,-0.29056888252251367,-0.5416666666666667,-0.004040828403433887,0.09525974733759983,0.02676126629464612,-0.23807358599573347
rank0,42,0,table,17,-0.09105206848299938,-0.8578431372549021,-0.012068291443952264,0.293399988070979,0.10489818759272271,-0.039933345262354314
rank0,42,1,us,17,0.03873454130352796,-0.43627450980392163,0.0028335381428041453,0.21993528815281502,0.05952059511855577,-0.1133980451805183
rank0,42,1,emg,17,0.5247007063283128,0.5220588235294118,0.0003244382381270763,0.09027659560860647,0.00705042998824814,-0.24305673772472686
rank0,42,1,table,17,-0.4165200104075989,-0.8946078431372549,-0.05113960561535897,0.31965476735369813,0.14093021052474491,-0.013678565979635182
rank0,42,2,us,17,-0.05754062877118991,-0.6176470588235294,-0.008706338178562992,0.28228571674738545,0.09562691976207727,-0.051047616585947864
rank0,42,2,emg,17,0.5058443740691947,0.27450980392156865,0.00477382406695582,0.12760965192697277,0.024920515256425423,-0.20572368140636055
rank0,42,2,table,17,-0.32992742949699494,-0.9436274509803922,-0.0627927310930633,0.47107201967443757,0.12208094297280943,0.13773868634110426
rank0,42,3,us,17,-0.2295835590495266,-0.5759803921568628,-0.031922779001940724,0.28538410941407194,0.10964456161924364,-0.047949223919261375
rank0,42,3,emg,17,0.6088199176619741,-0.09068627450980393,0.0024225305780745414,0.08933348202536473,0.013279942778942202,-0.24399985130796858
rank0,42,3,table,17,-0.3770369138407974,-0.9240196078431374,-0.06289968991466449,0.36426890469578366,0.14618264017360863,0.030935571362450343
rank0,42,4,us,17,-0.14153302799278022,-0.6053921568627452,-0.005452806867081983,0.21544166496948575,0.04984157011225505,-0.11789166836384757
rank0,42,4,emg,17,0.1646925149076488,-0.38970588235294124,0.016197179800105075,0.24190353272878565,0.08180238122296132,-0.09142980060454767
rank0,42,4,table,17,-0.46285056774144145,-0.9509803921568628,-0.044193568307470045,0.2759216487906429,0.11898326120334579,-0.05741168454269041
rank0,43,0,us,17,-0.42015912758141694,-0.7818627450980392,-0.016282305642851633,0.1833474091431723,0.05598086602925061,-0.14998592419016102
rank0,43,0,emg,17,0.012576775558601969,-0.28921568627450983,0.0009400454609222342,0.1576570397404713,0.08440961050505687,-0.17567629359286202
rank0,43,0,table,17,-0.2565959771774937,-0.8284313725490197,-0.04280264719567185,0.31561023574374486,0.12479192648502768,-0.017723097589588455
rank0,43,1,us,17,0.2185503667413127,-0.3308823529411765,0.022662120058243806,0.22603823144016158,0.06389694743793614,-0.10729510189317173
rank0,43,1,emg,17,0.10378233857369765,-0.14215686274509806,8.2535452357951e-06,0.08252580911441953,0.000463751654363968,-0.2508075242189138
